id;name;taxId;gender;dateOfBirth;status;externalCode;isEnriched;enrichedAt;enrichedBy;createdAt;createdBy;updatedAt;updatedBy;phone;email
97;Maria Julia Almeida;26.748.519/0001-46;F;02/09/1989;1;;True;;;12/08/2025 00:00;srezende;;;5541947000418;saayla@example.org
98;José Pedro Cavalcante;132.897.540-14;M;04/09/1959;1;;True;;;16/03/2025 00:00;joao-vitorcirino;;;5511961338506;costelavinicius@example.com
99;Evelyn Pastor;28.650.391/0001-09;F;17/12/1991;1;;False;;;07/07/2025 00:00;pedro94;;;5561957387370;da-pazluiza@example.org
100;Bella Cardoso;82.769.435/0001-60;F;25/11/1969;2;;True;;;18/02/2025 00:00;joaoda-conceicao;;;5541951457459;luiz-felipe50@example.org
101;Sr. Marcos Vinicius Cavalcante;815.374.260-44;M;02/04/1975;2;;False;;;05/10/2025 00:00;ribeiroliam;;;5571976316875;heloisamartins@example.org
102;Sra. Heloísa Teixeira;64.279.085/0001-71;F;27/07/1992;2;;False;;;08/07/2025 00:00;maria-isis89;;;5541998704377;ottonunes@example.com
103;Srta. Anna Liz Costa;50.841.297/0001-96;F;18/11/1999;2;;True;;;05/10/2025 00:00;maria-laura30;;;5561905386183;tgoncalves@example.org
104;Srta. Anna Liz Fernandes;25.463.187/0001-90;F;04/08/1955;2;;True;;;14/08/2025 00:00;arthur-gabrielporto;;;5571945793574;maria-clararamos@example.org
105;Dra. Maria Alice Cirino;70.345.289/0001-66;F;23/11/1962;2;;False;;;17/04/2025 00:00;aragaoana-clara;;;5531989049485;viniciusaragao@example.net
106;Yasmin Almeida;60.872.149/0001-92;F;12/01/1982;2;;False;;;29/03/2025 00:00;smoraes;;;5561984830144;diogo05@example.net
107;Luiz Fernando Dias;629.853.107-68;M;22/11/1992;1;;True;;;30/09/2025 00:00;agatharibeiro;;;5551985740850;garciapietra@example.org
108;Eloá Aparecida;20.196.378/0001-10;F;03/08/1986;1;;True;;;01/04/2025 00:00;tda-rocha;;;5581937227752;elopes@example.org
109;Luigi Montenegro;146.325.987-55;M;14/02/1958;2;;False;;;24/06/2025 00:00;jesusbarbara;;;5551986956639;raul86@example.net
110;Arthur Gabriel Fonseca;071.359.462-43;M;08/05/1971;1;;False;;;22/05/2025 00:00;davi-luiz87;;;5511992094110;dommacedo@example.org
111;Lorenzo Pinto;671.305.942-25;M;19/03/1983;1;;True;;;29/06/2025 00:00;lorenaferreira;;;5511947659797;da-rochadaniel@example.net
112;Gabriela Costela;13.607.945/0001-18;F;05/12/2004;2;;True;;;11/03/2025 00:00;bpimenta;;;5531975937158;maya06@example.net
113;Murilo Borges;976.205.813-59;M;18/02/1968;2;;True;;;18/01/2025 00:00;henriquecassiano;;;5541971638324;moreiramarcela@example.org
114;Cecilia Gonçalves;73.246.519/0001-28;F;15/05/1989;1;;True;;;12/02/2025 00:00;das-neveslucas-gabriel;;;5584996554853;rezendeliz@example.org
115;Ana Clara Borges;30.192.765/0001-31;F;06/08/1984;2;;False;;;26/09/2025 00:00;marqueshenry-gabriel;;;5551950698820;cardosocarolina@example.net
116;Arthur Miguel Abreu;436.895.271-55;M;13/04/2001;1;;False;;;30/10/2025 00:00;blima;;;5531989129511;agatha01@example.com
117;Ana Lívia Andrade;87.025.436/0001-13;F;06/04/1967;1;;True;;;05/08/2025 00:00;ppires;;;5531996230543;mayaleao@example.net
118;Sra. Sophia da Mata;21.879.305/0001-95;F;04/05/1988;1;;True;;;12/03/2025 00:00;diego30;;;5551994860820;clara51@example.com
119;Ravy Lopes;205.387.619-03;M;10/10/2006;1;;True;;;04/02/2025 00:00;araujosofia;;;5561912254803;silvamaria-julia@example.com
120;Mariana da Mata;64.125.937/0001-76;F;31/07/1984;1;;True;;;09/04/2025 00:00;rebeca92;;;5521938162282;matteo69@example.net
121;Sr. João Guilherme Sales;928.571.463-37;M;08/04/1986;1;;False;;;15/10/2025 00:00;maria-alicemelo;;;5531962563858;cassianomaria-vitoria@example.com
122;Dra. Bárbara Caldeira;98.532.061/0001-02;F;06/01/2003;2;;False;;;06/11/2025 00:00;tsantos;;;5581989704172;arthur29@example.net
123;Sara Gonçalves;69.502.743/0001-66;F;17/06/1993;1;;True;;;20/07/2025 00:00;luizamoreira;;;5561974289494;nmoura@example.org
124;Sr. Lucas Mendonça;735.142.809-32;M;05/03/1959;1;;False;;;02/04/2025 00:00;maria-laura38;;;5581927704916;luiz-fernando68@example.org
125;Dra. Luísa da Costa;39.521.608/0001-05;F;23/04/1971;2;;False;;;27/01/2025 00:00;spires;;;5521985926059;xcasa-grande@example.com
126;Vitor Hugo Araújo;786.124.935-28;M;28/12/1967;1;;False;;;05/07/2025 00:00;dguerra;;;5551920433920;gsales@example.net
127;Sra. Ana Novais;89.640.175/0001-77;F;31/07/1997;1;;False;;;29/05/2025 00:00;monteiroana-laura;;;5521962675194;moreiraleticia@example.com
128;Dr. Igor Oliveira;218.639.740-40;M;01/03/1991;2;;True;;;27/02/2025 00:00;da-motaluiz-fernando;;;5584938418194;fariasagatha@example.com
129;Luiz Miguel Macedo;958.701.263-12;M;29/05/1994;2;;False;;;15/09/2025 00:00;davi-luizsilveira;;;5511965658221;luiz-otaviorezende@example.com
130;Ryan Azevedo;435.786.910-20;M;18/09/1991;2;;False;;;12/06/2025 00:00;rodriguescaroline;;;5551946424259;icavalcanti@example.net
131;Stella Cassiano;01.672.943/0001-23;F;23/02/1976;2;;False;;;19/06/2025 00:00;maria-isis56;;;5561943866432;estherrodrigues@example.com
132;Leonardo Lopes;602.718.459-02;M;04/11/1991;2;;False;;;10/02/2025 00:00;vinicius94;;;5551911685422;oliver10@example.com
133;Vitória Porto;87.245.610/0001-33;F;14/10/1969;1;;False;;;26/06/2025 00:00;yasmin96;;;5584973200790;claricelima@example.org
134;Gael Henrique Câmara;140.689.237-87;M;12/10/1997;2;;True;;;24/04/2025 00:00;beatrizgoncalves;;;5521939800410;xalves@example.org
135;Stephany Silveira;31.780.245/0001-02;F;22/11/1978;1;;True;;;15/09/2025 00:00;theo79;;;5581913604323;rvargas@example.org
136;Raquel Andrade;93.741.820/0001-15;F;30/04/1975;2;;False;;;05/10/2025 00:00;yan66;;;5561954887511;nda-conceicao@example.net
137;Murilo Camargo;327.815.064-35;M;04/05/1982;2;;True;;;11/07/2025 00:00;larada-mata;;;5511980864653;lais89@example.org
138;Maria Vitória Barros;85.326.714/0001-47;F;25/01/1981;1;;False;;;14/06/2025 00:00;henriqueguerra;;;5571916467161;oliver79@example.com
139;Antonella Pastor;96.037.485/0001-67;F;22/01/1961;1;;True;;;16/08/2025 00:00;bentoda-rosa;;;5521953765503;leticia70@example.net
140;Larissa Gomes;79.210.348/0001-63;F;31/08/1997;2;;False;;;25/06/2025 00:00;tjesus;;;5531929243306;thalesmelo@example.com
141;João Vitor Rezende;204.958.631-06;M;20/06/1977;2;;True;;;18/06/2025 00:00;limaisabela;;;5541957836016;henry-gabrielleao@example.com
142;Oliver Cavalcanti;451.238.690-42;M;07/05/1991;2;;True;;;29/05/2025 00:00;nmonteiro;;;5551931232794;maria-eduardasiqueira@example.com
143;Dr. Lucas da Luz;725.984.136-28;M;12/09/1962;1;;False;;;11/10/2025 00:00;paulomelo;;;5581969156410;siqueiradiego@example.net
144;Isaac Nogueira;873.214.596-91;M;30/10/1992;1;;True;;;21/02/2025 00:00;das-nevesbianca;;;5571909492380;sabrinaalmeida@example.com
145;Kevin Alves;739.186.025-59;M;26/02/2004;2;;True;;;04/04/2025 00:00;isaque24;;;5551928597934;kevingoncalves@example.com
146;Pedro Henrique Camargo;456.782.193-91;M;12/07/1992;1;;True;;;30/06/2025 00:00;felipelopes;;;5531955853416;da-luzluisa@example.com
147;Allana Montenegro;86.457.123/0001-71;F;19/12/1992;1;;True;;;24/08/2025 00:00;jadeda-rosa;;;5531985954677;kamillynunes@example.com
148;Mariana Garcia;47.526.809/0001-15;F;28/07/1993;2;;False;;;16/02/2025 00:00;cecilia35;;;5581996588017;martinslavinia@example.com
149;Allana Dias;24.673.591/0001-26;F;25/01/1959;2;;False;;;07/08/2025 00:00;vribeiro;;;5551999813816;beatriz16@example.net
150;Liam Cavalcanti;390.781.642-04;M;10/11/1983;2;;False;;;10/08/2025 00:00;gabriela26;;;5561974034803;lunaalbuquerque@example.org
151;Noah Peixoto;407.638.519-57;M;27/08/1990;1;;True;;;17/04/2025 00:00;bcassiano;;;5521956207752;ana-lizoliveira@example.net
152;Ana Laura Ramos;75.940.638/0001-01;F;15/07/1969;2;;True;;;13/04/2025 00:00;otaviopacheco;;;5521943255119;britoaurora@example.org
153;Esther Guerra;96.503.478/0001-03;F;27/06/2004;2;;True;;;26/09/2025 00:00;nogueiraana-julia;;;5571929763459;gabriellysilva@example.com
154;Isabelly Monteiro;93.625.748/0001-60;F;09/05/1981;1;;False;;;07/09/2025 00:00;martinsyago;;;5531916388280;da-cunhamaria-julia@example.com
155;Luísa Pacheco;04.135.698/0001-03;F;29/03/1957;1;;True;;;05/09/2025 00:00;otto19;;;5584931426441;ccarvalho@example.net
156;Davi Miguel Viana;853.164.279-55;M;19/03/1982;2;;True;;;16/03/2025 00:00;maria-fernandalopes;;;5561942391202;peixotostephany@example.com
157;Maria Eduarda Carvalho;42.053.971/0001-40;F;01/04/1966;2;;False;;;09/11/2025 00:00;camararavi;;;5541947559975;isabela41@example.net
158;Apollo Novaes;025.376.491-25;M;03/05/2006;2;;True;;;03/10/2025 00:00;kgomes;;;5584906536570;otto68@example.org
159;Sra. Hadassa Costa;45.308.621/0001-75;F;11/07/1994;2;;False;;;23/07/2025 00:00;lunna49;;;5511900058865;da-pazdaniela@example.com
160;Maitê Porto;40.271.593/0001-45;F;03/06/1978;1;;False;;;10/03/2025 00:00;pedro-lucasda-mota;;;5541960229199;maria-isisrios@example.net
161;Beatriz Machado;85.472.610/0001-40;F;20/01/1959;1;;False;;;31/03/2025 00:00;evargas;;;5584921096681;tteixeira@example.net
162;Luara Abreu;63.978.205/0001-66;F;14/06/1977;2;;False;;;17/08/2025 00:00;hadassa62;;;5571940496103;raquel26@example.net
163;Vitória Aparecida;73.895.014/0001-94;F;28/03/1988;2;;True;;;08/11/2025 00:00;otavio55;;;5561968820807;rafaela29@example.net
164;Vinicius da Mata;386.921.470-87;M;26/11/2006;1;;True;;;09/08/2025 00:00;joao-pedro22;;;5551956543805;aliciagomes@example.com
165;Aurora Carvalho;67.983.054/0001-95;F;29/05/1985;1;;False;;;31/10/2025 00:00;theodoro10;;;5551958556295;gomesclara@example.com
166;Lorena Pacheco;05.932.648/0001-10;F;08/08/1958;1;;True;;;01/03/2025 00:00;vazevedo;;;5581929884528;pedro-lucas87@example.org
167;Dr. Erick Dias;459.326.018-33;M;17/07/1963;2;;True;;;11/07/2025 00:00;kamillycamara;;;5511926299663;qfonseca@example.com
168;Caio Cardoso;283.059.674-92;M;25/05/1973;2;;False;;;16/06/2025 00:00;cviana;;;5551968364691;cauecavalcanti@example.net
169;Daniel Camargo;685.314.920-33;M;17/06/2007;2;;False;;;19/05/2025 00:00;levi49;;;5551988104320;da-rochacatarina@example.org
170;Ana Julia Nunes;05.684.271/0001-27;F;02/10/1992;2;;True;;;01/03/2025 00:00;oliver27;;;5581900691185;rafaelacassiano@example.net
171;Maria Julia Andrade;56.840.293/0001-70;F;28/02/1977;1;;True;;;13/08/2025 00:00;ceciliaalves;;;5581956397277;hadassa25@example.org
172;Léo Macedo;139.728.406-40;M;15/06/1987;1;;False;;;25/07/2025 00:00;isaac81;;;5541964406718;talmeida@example.org
173;Isabela Gonçalves;92.531.874/0001-93;F;04/07/1989;1;;False;;;22/10/2025 00:00;rezendeantony;;;5541922633764;ada-mota@example.com
174;Dra. Camila das Neves;27.805.639/0001-09;F;06/07/1993;2;;False;;;27/03/2025 00:00;fernandesgiovanna;;;5541992316260;rafaela01@example.com
175;Sra. Hellena Costela;78.935.162/0001-09;F;30/03/1985;2;;False;;;14/09/2025 00:00;nogueiradiogo;;;5511907775013;maria-juliagoncalves@example.com
176;Gael Barros;915.320.476-06;M;15/01/2001;2;;True;;;28/05/2025 00:00;dantebrito;;;5584971657353;brayanlopes@example.org
177;Ana Lívia Lopes;27.805.134/0001-36;F;05/06/1999;1;;True;;;22/04/2025 00:00;luiz-gustavofreitas;;;5541946856621;lunacamargo@example.org
178;Marina Lima;74.182.063/0001-42;F;01/04/1956;2;;False;;;31/10/2025 00:00;rsilva;;;5561943433632;cardosoarthur-miguel@example.com
179;Srta. Maysa Gonçalves;34.169.527/0001-66;F;29/04/1989;2;;True;;;05/09/2025 00:00;mateus01;;;5541924045546;ycaldeira@example.com
180;Sra. Ayla Martins;82.651.439/0001-49;F;06/03/1958;2;;False;;;26/09/2025 00:00;maria-claramoreira;;;5541928032317;clarice00@example.org
181;Dr. Vitor Hugo Caldeira;280.467.391-03;M;11/06/1962;1;;False;;;29/08/2025 00:00;ncardoso;;;5551921849238;kaiquealmeida@example.org
182;Marcela da Mata;32.746.105/0001-80;F;21/12/1967;2;;True;;;18/07/2025 00:00;siqueiravitor;;;5561973351816;diogocardoso@example.com
183;Sr. Vinícius Alves;827.641.305-62;M;11/12/1992;1;;False;;;23/10/2025 00:00;henry37;;;5561914805174;heloisa39@example.org
