id;jobId;campaignId;storeId;storeInstanceId;customerId;phoneNumber;scheduledAt;sendAt;status;message;response;createdAt;createdBy;updatedAt;updatedBy
25;233;86;DQ44H7;95120376;8;5571911706584;15/10/2025 23:34;16/10/2025 00:00;3;Unde occaecati dolore aperiam eius placeat ducimus nesciunt.;Mollitia dolor labore animi in molestias.;15/10/2025 22:34;melodavi;16/10/2025 00:00;martinscaroline
26;237;15;QW77C2;33748947;73;5581939248915;01/10/2025 11:13;01/10/2025 11:40;4;Deserunt blanditiis maiores aspernatur.;;01/10/2025 10:13;caldeirajade;01/10/2025 11:40;da-motajuliana
27;261;78;ZP930B;30302063;104;5581963724213;31/08/2025 01:19;31/08/2025 02:00;2;Molestiae dolores quisquam labore sit.;;31/08/2025 00:19;wcasa-grande;31/08/2025 02:00;dcarvalho
28;333;14;ZP930B;25486205;203;5531962547738;13/10/2025 20:32;13/10/2025 20:57;5;Tenetur at animi delectus.;;13/10/2025 19:32;davi29;13/10/2025 20:57;enzo69
29;212;60;MN55D3;34720180;159;5584957789557;08/09/2025 19:11;08/09/2025 19:41;5;Optio quis animi nostrum quam.;Tempora occaecati fugit voluptates perferendis occaecati doloribus.;08/09/2025 18:11;sousacaue;08/09/2025 19:41;manuela43
30;34;21;BV62F5;17298827;54;5561969403571;05/09/2025 22:01;05/09/2025 22:36;4;Odit fugiat reprehenderit esse.;;05/09/2025 21:01;melina40;05/09/2025 22:36;joao-pedro36
31;291;76;BV62F5;00556804;140;5511925659182;24/09/2025 06:00;24/09/2025 06:32;4;Provident consequatur illum.;;24/09/2025 05:00;pachecosophia;24/09/2025 06:32;odas-neves
32;40;23;FS26K9;94486882;215;5511960329422;01/10/2025 20:11;01/10/2025 20:58;6;Recusandae repudiandae facere ducimus.;;01/10/2025 19:11;nascimentohenry-gabriel;01/10/2025 20:58;zvasconcelos
33;167;76;ER35J8;52942540;25;5584946342667;01/10/2025 07:36;01/10/2025 08:19;4;Sit excepturi perferendis pariatur corrupti occaecati.;;01/10/2025 06:36;viniciusguerra;01/10/2025 08:19;nascimentorodrigo
34;36;23;FS26K9;22361755;28;5541974800952;24/08/2025 00:57;24/08/2025 01:21;4;Possimus fugiat ab alias laudantium optio vero nam.;;23/08/2025 23:57;apimenta;24/08/2025 01:21;nogueiraesther
35;168;77;DQ44H7;34210926;166;5581971975566;23/09/2025 09:36;23/09/2025 10:30;4;Exercitationem ullam molestias deserunt nobis.;;23/09/2025 08:36;tmarques;23/09/2025 10:30;xcassiano
36;455;12;FS26K9;44448559;232;5571967570951;09/11/2025 15:13;09/11/2025 15:31;2;Necessitatibus laborum fuga sequi saepe vero repellendus.;;09/11/2025 14:13;juliana82;09/11/2025 15:31;fonsecamaria-eduarda
37;339;1;QW77C2;10814583;116;5561916063618;15/09/2025 04:30;15/09/2025 05:23;2;Voluptate est veritatis officiis quisquam eos saepe.;;15/09/2025 03:30;portopedro-miguel;15/09/2025 05:23;lara27
38;229;50;MN55D3;65756424;53;5541900451151;05/09/2025 18:41;05/09/2025 19:25;5;Nam at minus odio minus fugit.;;05/09/2025 17:41;jlima;05/09/2025 19:25;cpinto
39;407;41;AJ81E4;02658789;236;5561909136613;20/08/2025 02:47;20/08/2025 03:11;5;Nemo eaque commodi expedita.;;20/08/2025 01:47;monteiroana;20/08/2025 03:11;rochamaria-luisa
40;46;56;FS26K9;37311624;3;5511952452887;12/09/2025 23:10;13/09/2025 00:00;3;Facere quasi magni facilis aliquam.;;12/09/2025 22:10;lmacedo;13/09/2025 00:00;luiz-otavio53
41;437;66;AJ81E4;55212121;16;5531967100383;16/09/2025 23:23;16/09/2025 23:53;2;Itaque quas nulla delectus repellat.;;16/09/2025 22:23;kcorreia;16/09/2025 23:53;marcos-viniciusrezende
42;361;71;ER35J8;78898014;211;5551947737316;14/10/2025 16:14;14/10/2025 16:22;1;Eveniet veritatis dolorum at neque quam earum.;;14/10/2025 15:14;leaomaria-liz;14/10/2025 16:22;kpastor
43;444;15;LXK0A1;75047103;61;5551968328854;31/10/2025 16:33;31/10/2025 17:33;3;Voluptatibus doloremque aliquid inventore et iure at.;;31/10/2025 15:33;vmelo;31/10/2025 17:33;usampaio
44;163;76;CP53G6;27677941;104;5581904510388;07/11/2025 15:36;07/11/2025 16:06;6;Iusto modi necessitatibus ex illum.;;07/11/2025 14:36;limaelisa;07/11/2025 16:06;ryancamargo
45;89;70;DQ44H7;65479407;36;5561928822321;22/10/2025 13:42;22/10/2025 14:00;6;Inventore quibusdam quia aliquid quo.;Reprehenderit in at.;22/10/2025 12:42;brenda54;22/10/2025 14:00;antonio26
46;431;50;CP53G6;74516148;40;5541901991549;28/09/2025 04:52;28/09/2025 05:50;3;Ad eaque voluptates maiores asperiores consequuntur sint.;Ut aut dignissimos explicabo tempore quod.;28/09/2025 03:52;almeidacaua;28/09/2025 05:50;guerracalebe
47;6;86;ZP930B;15060838;166;5581907346752;03/11/2025 08:20;03/11/2025 08:33;2;Consequatur placeat aperiam adipisci.;Labore occaecati explicabo expedita ad.;03/11/2025 07:20;nataliada-cruz;03/11/2025 08:33;enzo-gabrielpastor
48;500;63;QW77C2;62856019;22;5531974374120;05/09/2025 08:44;05/09/2025 09:31;4;Dolore nisi nihil.;Impedit rem accusantium laudantium nulla.;05/09/2025 07:44;gaelnunes;05/09/2025 09:31;giovannanunes
49;458;54;FS26K9;28101989;239;5541905674642;05/11/2025 15:43;05/11/2025 16:43;4;At soluta veniam quasi.;;05/11/2025 14:43;luiz-migueloliveira;05/11/2025 16:43;lcostela
50;218;24;ER35J8;84354634;210;5551945167673;10/10/2025 04:50;10/10/2025 05:24;5;Rem harum ratione deleniti.;;10/10/2025 03:50;lucca95;10/10/2025 05:24;fogacaemanuella
51;218;46;FS26K9;19203765;2;5584950355520;09/11/2025 19:00;09/11/2025 19:19;2;Repellat officiis tenetur tempora iste deserunt.;;09/11/2025 18:00;martinsanthony;09/11/2025 19:19;usilveira
52;138;31;CP53G6;29815254;238;5551915380550;02/10/2025 16:54;02/10/2025 17:44;5;Facere aliquid saepe amet delectus earum.;;02/10/2025 15:54;maria-floroliveira;02/10/2025 17:44;gabrielly35
53;291;47;DQ44H7;62247246;181;5584933437346;25/10/2025 09:42;25/10/2025 09:49;1;Saepe ex sequi dignissimos.;;25/10/2025 08:42;lavinialeao;25/10/2025 09:49;gteixeira
54;41;75;QW77C2;77850152;187;5571945251147;14/10/2025 02:46;14/10/2025 03:21;6;Veritatis sunt delectus sequi iure voluptate error.;;14/10/2025 01:46;danielanascimento;14/10/2025 03:21;ddias
55;41;36;ER35J8;26668614;228;5561933554976;12/10/2025 13:18;12/10/2025 13:52;5;Quibusdam maiores consequatur.;;12/10/2025 12:18;leticiadias;12/10/2025 13:52;brenorodrigues
56;380;32;ZP930B;36618589;176;5571987811898;30/09/2025 05:56;30/09/2025 06:31;6;Officia atque dicta.;;30/09/2025 04:56;jesusjoao-gabriel;30/09/2025 06:31;andradevalentina
57;28;75;BV62F5;99270562;137;5541918690149;16/10/2025 07:19;16/10/2025 07:43;5;Suscipit mollitia dignissimos error optio est temporibus.;;16/10/2025 06:19;da-costaisadora;16/10/2025 07:43;mendesthomas
58;464;61;DQ44H7;55266411;147;5571915916193;15/09/2025 17:19;15/09/2025 17:53;5;Accusamus dolorum numquam maxime tenetur.;;15/09/2025 16:19;matheussousa;15/09/2025 17:53;raulviana
59;149;54;QW77C2;21071649;10;5541960688705;13/09/2025 18:02;13/09/2025 18:29;3;Vitae illo magni illum.;;13/09/2025 17:02;jesusbenicio;13/09/2025 18:29;hmacedo
60;373;77;FS26K9;97464725;67;5561959926844;30/09/2025 19:35;30/09/2025 20:27;3;Alias sunt rerum saepe.;Eaque qui quibusdam vitae exercitationem omnis.;30/09/2025 18:35;breno82;30/09/2025 20:27;gda-rosa
61;294;61;LXK0A1;57112465;169;5584903796749;05/11/2025 07:02;05/11/2025 07:44;2;Harum placeat porro culpa sed quas.;;05/11/2025 06:02;novaisvinicius;05/11/2025 07:44;ramosbella
62;249;80;ZP930B;79815724;33;5584922509714;25/08/2025 12:23;25/08/2025 12:29;3;Accusamus doloremque est aliquid qui dicta.;;25/08/2025 11:23;lunna13;25/08/2025 12:29;tnovais
63;316;36;AJ81E4;97423133;71;5521958903139;30/10/2025 17:31;30/10/2025 17:52;2;Officia odit omnis accusamus facere amet alias.;;30/10/2025 16:31;isilva;30/10/2025 17:52;aurora41
64;310;2;QW77C2;20659772;233;5521930888224;02/11/2025 03:40;02/11/2025 04:32;1;Occaecati quod nemo at rem.;;02/11/2025 02:40;daniel95;02/11/2025 04:32;gustavo-henrique58
65;190;20;QW77C2;08546334;67;5571927623243;05/09/2025 18:39;05/09/2025 19:26;4;Magnam tenetur sit nam minus occaecati culpa.;;05/09/2025 17:39;tcampos;05/09/2025 19:26;joana64
66;410;31;ER35J8;40712741;221;5521934178159;10/11/2025 02:04;10/11/2025 02:40;2;Esse totam itaque laboriosam tempore itaque.;Libero exercitationem odit fuga deserunt consequatur.;10/11/2025 01:04;gael-henriquefogaca;10/11/2025 02:40;kda-conceicao
67;479;11;QW77C2;38639408;215;5584978391145;28/10/2025 18:41;28/10/2025 18:55;5;Impedit iste eveniet odio.;;28/10/2025 17:41;leo93;28/10/2025 18:55;emanuellymontenegro
68;122;53;DQ44H7;01823905;186;5541974285383;09/10/2025 19:09;09/10/2025 20:03;4;Quasi possimus ex quis eligendi id.;;09/10/2025 18:09;vicentedias;09/10/2025 20:03;valentina75
69;432;27;BV62F5;07224006;14;5571968624336;20/10/2025 10:04;20/10/2025 10:45;6;Doloremque repellat aut.;;20/10/2025 09:04;luigi84;20/10/2025 10:45;eduarda50
70;238;15;CP53G6;89098559;122;5571968891091;10/09/2025 16:49;10/09/2025 16:57;2;Suscipit aliquam commodi laboriosam.;;10/09/2025 15:49;barrosmelina;10/09/2025 16:57;josecaldeira
71;350;69;CP53G6;88655340;122;5551938959340;24/08/2025 10:15;24/08/2025 10:34;4;Illo omnis cumque nam libero.;Impedit veritatis ratione minima quaerat delectus maiores.;24/08/2025 09:15;rezendepedro-henrique;24/08/2025 10:34;bryanaparecida
72;7;68;AJ81E4;61347666;238;5521933522355;29/09/2025 11:03;29/09/2025 12:03;4;Doloribus in corporis neque vero totam.;;29/09/2025 10:03;milenacostela;29/09/2025 12:03;raelmendes
73;493;49;ER35J8;17707567;175;5561966376201;24/09/2025 02:15;24/09/2025 03:03;3;Neque veritatis cumque distinctio.;;24/09/2025 01:15;theo03;24/09/2025 03:03;ian29
74;182;13;CP53G6;25752987;157;5571918725988;04/11/2025 13:26;04/11/2025 14:05;6;Doloribus molestias veniam a.;;04/11/2025 12:26;bda-luz;04/11/2025 14:05;leaoarthur-miguel
75;137;35;ZP930B;99557840;66;5561948696852;23/08/2025 07:37;23/08/2025 08:03;3;Officia ea amet incidunt amet.;;23/08/2025 06:37;mbarros;23/08/2025 08:03;oliviapastor
76;384;51;MN55D3;47513526;188;5511916665157;06/10/2025 20:42;06/10/2025 21:16;6;Itaque iste nobis voluptate.;;06/10/2025 19:42;ana-beatrizferreira;06/10/2025 21:16;icassiano
77;347;25;QW77C2;19598978;81;5581990793417;19/09/2025 20:45;19/09/2025 21:23;3;Doloribus eligendi quisquam quasi a.;;19/09/2025 19:45;joao-guilherme59;19/09/2025 21:23;mariana09
78;7;87;CP53G6;99701233;26;5541998481001;18/08/2025 01:45;18/08/2025 01:50;1;Assumenda quam asperiores debitis ullam.;;18/08/2025 00:45;npimenta;18/08/2025 01:50;boliveira
79;113;88;AJ81E4;46677829;65;5584977036715;01/11/2025 15:42;01/11/2025 16:15;3;Accusamus iste sapiente reprehenderit.;Earum voluptate nostrum aliquid ipsam.;01/11/2025 14:42;vicente31;01/11/2025 16:15;gustavo53
80;30;4;FS26K9;31457171;169;5581927256706;22/08/2025 12:14;22/08/2025 12:58;1;Voluptatem amet minus excepturi provident.;;22/08/2025 11:14;giovanna65;22/08/2025 12:58;benjamim62
81;63;28;ZP930B;56417148;23;5561995944259;10/11/2025 20:43;10/11/2025 21:26;6;Ab quasi perspiciatis tenetur cum.;;10/11/2025 19:43;macedoana-julia;10/11/2025 21:26;silveiramiguel
82;392;17;FS26K9;55765646;206;5541904519148;19/10/2025 07:45;19/10/2025 08:14;6;Voluptatum ipsam odio eos dolorum.;;19/10/2025 06:45;caiovieira;19/10/2025 08:14;jose70
83;130;15;AJ81E4;45078313;120;5521978194033;11/09/2025 04:54;11/09/2025 05:43;2;Cupiditate libero at soluta totam ad similique alias.;;11/09/2025 03:54;gda-cunha;11/09/2025 05:43;tguerra
84;473;10;AJ81E4;07646669;197;5551963222131;10/09/2025 01:03;10/09/2025 01:48;4;Deserunt numquam cum veritatis nisi iste in.;;10/09/2025 00:03;duartebryan;10/09/2025 01:48;nathan59
85;132;86;QW77C2;50593722;200;5521949237933;19/08/2025 04:26;19/08/2025 05:20;3;Blanditiis eius delectus itaque ducimus explicabo ullam accusamus.;Excepturi porro optio fuga alias repellat autem sapiente.;19/08/2025 03:26;esthermachado;19/08/2025 05:20;miguelfogaca
86;171;8;LXK0A1;33881216;67;5511999990225;08/10/2025 06:31;08/10/2025 07:00;4;Velit nam autem voluptas vitae tempora omnis iure.;;08/10/2025 05:31;das-neveslorena;08/10/2025 07:00;mirella64
87;36;34;DQ44H7;85054587;238;5541920913555;08/09/2025 18:13;08/09/2025 18:29;4;Minus voluptates voluptates assumenda quam.;Illum officiis eaque repudiandae dolorum ea ab.;08/09/2025 17:13;danteviana;08/09/2025 18:29;aparecidaluiz-gustavo
88;252;51;ZP930B;15688500;37;5584940264596;17/09/2025 17:13;17/09/2025 17:29;6;Officiis corrupti ducimus.;;17/09/2025 16:13;tjesus;17/09/2025 17:29;leaovinicius
89;330;56;ZP930B;64790235;234;5541988233852;03/11/2025 21:40;03/11/2025 21:58;5;Iusto ea eveniet inventore rerum illo at.;;03/11/2025 20:40;lbrito;03/11/2025 21:58;barrosmaya
90;38;34;ZP930B;51624484;147;5531992728840;09/09/2025 22:31;09/09/2025 22:42;1;Expedita ad natus cum.;;09/09/2025 21:31;lucas-gabrielalbuquerque;09/09/2025 22:42;ravi07
91;77;58;LXK0A1;53965993;239;5551944821880;25/10/2025 17:00;25/10/2025 17:06;4;Ratione vitae fugiat quisquam nam.;Exercitationem maiores molestiae delectus magnam saepe non iure.;25/10/2025 16:00;bellamacedo;25/10/2025 17:06;correiamaria-luiza
92;359;50;BV62F5;75867513;232;5584909265421;28/09/2025 13:00;28/09/2025 13:22;2;Necessitatibus culpa ex totam accusamus.;;28/09/2025 12:00;alexiacavalcanti;28/09/2025 13:22;da-cunhadaniela
93;482;1;DQ44H7;54615105;123;5541919604961;09/10/2025 07:27;09/10/2025 08:04;6;Nulla nesciunt voluptates quasi reiciendis quis.;;09/10/2025 06:27;pereiraisadora;09/10/2025 08:04;ana-sophiamelo
94;2;9;CP53G6;30957484;245;5571971487897;24/08/2025 23:29;25/08/2025 00:08;2;Hic et occaecati delectus sequi temporibus natus.;;24/08/2025 22:29;arthur91;25/08/2025 00:08;eferreira
95;275;62;BV62F5;56583187;86;5521978196912;29/08/2025 02:59;29/08/2025 03:11;5;Magnam pariatur occaecati molestiae non quibusdam.;;29/08/2025 01:59;theocardoso;29/08/2025 03:11;montenegromaite
96;491;52;ZP930B;79081959;94;5581915485020;02/11/2025 00:01;02/11/2025 00:09;6;Voluptates sed quibusdam error.;;01/11/2025 23:01;mmoreira;02/11/2025 00:09;jguerra
97;390;44;AJ81E4;51255468;166;5541951449215;01/10/2025 08:56;01/10/2025 09:06;4;Quibusdam impedit illum nemo quibusdam consectetur modi quo.;Doloremque occaecati ratione reiciendis temporibus qui.;01/10/2025 07:56;aduarte;01/10/2025 09:06;xpires
98;339;71;MN55D3;40802192;77;5511922595828;22/09/2025 21:15;22/09/2025 21:22;4;Facere maxime recusandae.;;22/09/2025 20:15;hsilveira;22/09/2025 21:22;isaacaragao
99;184;14;DQ44H7;03298654;22;5584911842706;17/08/2025 16:17;17/08/2025 17:02;6;Corrupti sit incidunt assumenda consectetur.;;17/08/2025 15:17;aragaobruna;17/08/2025 17:02;ralmeida
100;72;57;LXK0A1;23556736;50;5584974940828;22/09/2025 23:26;23/09/2025 00:18;2;Dolor dolores dolores iste animi consectetur.;Aspernatur earum repellendus magni accusamus.;22/09/2025 22:26;vargasjose-miguel;23/09/2025 00:18;bvieira
101;200;76;ZP930B;21146022;203;5561961540441;08/09/2025 21:42;08/09/2025 22:02;4;Molestias blanditiis blanditiis quae mollitia.;;08/09/2025 20:42;zpires;08/09/2025 22:02;melissa59
102;495;40;DQ44H7;33082270;248;5551904634190;17/08/2025 21:28;17/08/2025 22:04;5;Architecto laudantium dicta sapiente.;;17/08/2025 20:28;umachado;17/08/2025 22:04;erickbarros
103;173;5;LXK0A1;19484856;104;5541927690008;09/11/2025 13:38;09/11/2025 14:04;1;Quidem cumque atque dolore culpa saepe.;Similique tempora autem eveniet repudiandae eveniet eius.;09/11/2025 12:38;ana-liz18;09/11/2025 14:04;ana-julia49
104;235;84;ER35J8;03744227;39;5511999099522;09/11/2025 13:38;09/11/2025 14:25;5;Repellat aliquid perferendis delectus.;;09/11/2025 12:38;ribeirobenicio;09/11/2025 14:25;yrodrigues
105;377;30;QW77C2;66145034;126;5521927519320;24/10/2025 06:53;24/10/2025 07:02;1;Doloribus architecto eaque hic officia expedita.;;24/10/2025 05:53;leticia71;24/10/2025 07:02;hda-cruz
106;125;61;QW77C2;03217089;4;5561926532383;22/09/2025 09:05;22/09/2025 09:49;1;Explicabo perferendis quam aspernatur animi sunt et error.;Aliquam ad aliquid velit iusto labore.;22/09/2025 08:05;gcavalcante;22/09/2025 09:49;teixeiraheitor
107;234;7;FS26K9;89777388;44;5561970296496;06/10/2025 13:18;06/10/2025 13:42;1;Id possimus tempora assumenda sed modi.;;06/10/2025 12:18;danilo36;06/10/2025 13:42;agatha61
108;59;9;DQ44H7;53062341;153;5521985743365;26/08/2025 05:33;26/08/2025 06:30;1;Placeat delectus explicabo quia blanditiis.;;26/08/2025 04:33;mouraamanda;26/08/2025 06:30;ddias
109;219;29;BV62F5;83871847;208;5521963575976;23/10/2025 04:28;23/10/2025 04:37;2;Porro dicta pariatur modi recusandae iste.;;23/10/2025 03:28;henry-gabrielgarcia;23/10/2025 04:37;cardosoluiz-felipe
110;62;87;FS26K9;79580870;140;5521906601313;17/09/2025 02:42;17/09/2025 03:12;3;Sequi voluptatem voluptates.;Dolor delectus ex quasi dicta quibusdam possimus corporis.;17/09/2025 01:42;daniellopes;17/09/2025 03:12;caleb42
111;304;28;QW77C2;29404912;86;5541947311941;09/10/2025 15:59;09/10/2025 16:52;1;Dolore repellendus qui magni eveniet voluptates.;Omnis neque aut voluptates cumque.;09/10/2025 14:59;vargasrebeca;09/10/2025 16:52;rochakamilly
112;87;36;BV62F5;04812761;142;5551933023012;02/10/2025 19:34;02/10/2025 19:48;4;Reprehenderit eaque esse.;Reiciendis quia odit est quisquam ut illo.;02/10/2025 18:34;araujofelipe;02/10/2025 19:48;paulo48
113;69;32;ZP930B;13844305;203;5584966415637;27/08/2025 06:36;27/08/2025 07:18;1;Accusamus dolores unde iure sapiente.;;27/08/2025 05:36;joao-gabriel76;27/08/2025 07:18;lara82
114;9;79;DQ44H7;48118775;21;5531930044444;11/10/2025 18:59;11/10/2025 19:28;2;Quidem ab minima doloribus accusamus porro ratione iusto.;Consequuntur repellat quae possimus.;11/10/2025 17:59;arthur-gabriel12;11/10/2025 19:28;joao41
115;334;23;FS26K9;84062266;228;5551934236346;08/11/2025 03:51;08/11/2025 04:01;6;Atque sint illum quis.;Exercitationem aspernatur vero odio corrupti exercitationem.;08/11/2025 02:51;irios;08/11/2025 04:01;jmendes
116;355;89;QW77C2;95590716;53;5561939567591;22/10/2025 13:21;22/10/2025 14:17;4;Ipsa architecto quo culpa quidem fugit.;Incidunt quis repellat dicta non mollitia.;22/10/2025 12:21;costaana-luiza;22/10/2025 14:17;cnovaes
117;211;35;MN55D3;09898945;241;5551990903445;09/09/2025 13:35;09/09/2025 14:13;4;Iusto at assumenda voluptatem.;Adipisci ratione laboriosam neque eveniet.;09/09/2025 12:35;eda-paz;09/09/2025 14:13;ana-laura53
118;93;89;DQ44H7;55278864;157;5584942739317;14/09/2025 03:16;14/09/2025 03:23;5;Quidem reprehenderit unde consequatur porro possimus.;;14/09/2025 02:16;mariane50;14/09/2025 03:23;joao-miguel12
119;179;81;CP53G6;63434823;2;5531942505821;18/08/2025 22:06;18/08/2025 23:03;3;Quod cupiditate magni ullam rem a.;;18/08/2025 21:06;alexandre30;18/08/2025 23:03;ucavalcanti
120;49;25;FS26K9;13341328;93;5531974712282;30/08/2025 20:39;30/08/2025 20:51;5;Eligendi saepe perferendis iure cumque.;;30/08/2025 19:39;mda-mota;30/08/2025 20:51;emillyviana
121;238;70;MN55D3;15386868;71;5571985340029;05/11/2025 13:11;05/11/2025 13:48;2;Deserunt id architecto.;Ea quibusdam accusamus sed.;05/11/2025 12:11;ottogarcia;05/11/2025 13:48;isabellamontenegro
122;351;15;DQ44H7;05724891;128;5561926872303;07/09/2025 21:09;07/09/2025 22:04;2;Nostrum quas quia nostrum nesciunt dicta.;Pariatur voluptate quasi quis dolores.;07/09/2025 20:09;samuelteixeira;07/09/2025 22:04;snascimento
123;331;86;BV62F5;96189082;73;5541928702127;30/08/2025 09:31;30/08/2025 09:38;1;Laborum qui numquam.;Totam porro voluptate a.;30/08/2025 08:31;marianecamara;30/08/2025 09:38;fonsecahadassa
124;413;33;DQ44H7;41685916;12;5511915450931;21/09/2025 18:18;21/09/2025 18:44;5;Dicta ad a cumque.;Veritatis corrupti cum sapiente sit.;21/09/2025 17:18;ocunha;21/09/2025 18:44;caue80
125;81;7;LXK0A1;94583062;125;5581958346724;08/10/2025 01:47;08/10/2025 02:26;2;Minima molestiae tempore dicta tempore autem fuga.;;08/10/2025 00:47;andreda-cruz;08/10/2025 02:26;danielapimenta
126;228;10;FS26K9;97003440;149;5551913391052;12/11/2025 05:22;12/11/2025 05:42;6;Quisquam ad facere similique commodi mollitia perspiciatis.;;12/11/2025 04:22;heloisa39;12/11/2025 05:42;carvalholunna
127;460;26;BV62F5;78481330;59;5511993586996;02/11/2025 18:11;02/11/2025 19:03;6;Ipsum quibusdam numquam deleniti magni odit.;;02/11/2025 17:11;vasconcelosisabel;02/11/2025 19:03;bpastor
